,Date,avg_tem,avg_hum,max_tem,min_tem,max_hum,min_hum,max_hea,Month,Day,Year
957,1/16/2012,29,49,38,10.2,85,24,38,1,16,2012
958,1/17/2012,14.6,29,22.1,8.6,39,20,22.1,1,17,2012
959,1/18/2012,30.3,34,37.5,21.8,56,21,37.5,1,18,2012
960,1/19/2012,40.3,49,46.1,33.1,61,41,46.1,1,19,2012
961,1/20/2012,37.2,51,41.5,34,74,35,41.5,1,20,2012
962,1/21/2012,41.7,41,52,35.9,69,26,52,1,21,2012
963,1/22/2012,29.8,41,37.7,25.3,60,25,37.7,1,22,2012
964,1/23/2012,31,37,41.5,22.5,64,20,41.5,1,23,2012
965,1/24/2012,25.5,70,35.8,12.6,86,44,35.8,1,24,2012
966,1/25/2012,37.7,29,51.3,25,46,15,51.3,1,25,2012
967,1/26/2012,36.9,39,45.7,31.7,81,23,45.7,1,26,2012
968,1/27/2012,26.5,38,34.7,18.9,67,21,34.7,1,27,2012
969,1/28/2012,26.4,18,34,18.3,27,12,34,1,28,2012
970,1/29/2012,36.7,28,46.7,28.5,35,22,46.7,1,29,2012
971,1/30/2012,39.6,28,47,33.5,41,19,47,1,30,2012
972,1/31/2012,33.5,30,42.2,26.4,42,18,42.2,1,31,2012
973,3/1/2012,24.1,58,30.9,16.2,87,32,30.9,3,1,2012
974,3/2/2012,15.7,46,26.7,3.4,69,23,26.7,3,2,2012
975,3/3/2012,25.9,35,35.2,13.5,45,27,35.2,3,3,2012
976,3/4/2012,36.9,37,46,29.4,55,25,46,3,4,2012
977,3/5/2012,44.2,22,52.2,36,27,15,52.2,3,5,2012
978,3/6/2012,46.4,17,56.2,30,43,7,56.2,3,6,2012
979,3/7/2012,26.2,77,36.5,21.9,89,34,36.5,3,7,2012
980,3/8/2012,28.6,57,44.6,15.7,85,27,44.6,3,8,2012
981,3/9/2012,32.2,42,55.6,12.3,77,9,55.6,3,9,2012
982,3/10/2012,37.7,41,59.6,16.1,71,8,59.6,3,10,2012
983,3/11/2012,38.9,41,53.4,24.5,76,12,53.4,3,11,2012
984,3/12/2012,45.9,23,55,35.3,36,15,55,3,12,2012
985,3/13/2012,49.3,16,58.3,42.5,25,9,58.3,3,13,2012
986,3/14/2012,50.4,12,59.6,38.2,21,6,59.6,3,14,2012
987,3/15/2012,48.7,23,60.2,32.9,55,15,60.2,3,15,2012
988,3/16/2012,47.8,29,61.3,27,69,14,61.3,3,16,2012
989,3/17/2012,50.7,22,64.7,33.4,41,11,69.4,3,17,2012
990,3/18/2012,39.4,45,59.9,23.6,89,13,59.9,3,18,2012
991,3/19/2012,28.7,34,38.3,23.5,60,21,38.3,3,19,2012
992,3/20/2012,31.6,28,44.5,17.2,49,11,44.5,3,20,2012
993,3/21/2012,39.4,33,59.3,18.6,58,17,59.3,3,21,2012
994,3/22/2012,41.4,42,62,21.6,76,15,62,3,22,2012
995,3/23/2012,49,28,68.9,27.6,57,7,71.7,3,23,2012
996,3/24/2012,50,32,64,30,70,12,64,3,24,2012
997,3/25/2012,45.7,48,69.2,27,86,10,72.4,3,25,2012
998,3/26/2012,46.2,34,67,29.8,72,6,69.1,3,26,2012
999,3/27/2012,47.1,21,59.3,35.1,38,9,59.3,3,27,2012
1000,3/28/2012,46.4,29,62.9,25,59,10,62.9,3,28,2012
1001,3/29/2012,51.2,21,59.5,42.8,43,14,59.5,3,29,2012
1002,3/30/2012,53.6,24,65.8,44.1,37,14,71.5,3,30,2012
1003,3/31/2012,58.4,21,70.8,49.6,31,6,73.3,3,31,2012
1004,4/1/2012,60.1,14,72,49.1,24,9,72.4,4,1,2012
1005,4/2/2012,36,61,50.1,29.4,89,22,50.1,4,2,2012
1006,4/3/2012,29.5,81,34.7,26,89,71,34.7,4,3,2012
1007,4/4/2012,39.4,68,56.8,23,90,30,56.8,4,4,2012
1008,4/5/2012,45.8,50,61.2,26.8,85,13,61.2,4,5,2012
1009,4/6/2012,44,33,61.3,27.5,81,6,61.3,4,6,2012
1010,4/7/2012,38.9,22,56.3,26.3,53,7,56.3,4,7,2012
1011,4/8/2012,47,17,65.6,25.4,54,6,67.1,4,8,2012
1012,4/9/2012,45.3,31,66.9,23.6,61,6,71,4,9,2012
1013,4/10/2012,47,43,70.8,24.2,80,9,72.8,4,10,2012
1014,4/11/2012,45.8,65,63.6,28.4,86,27,63.6,4,11,2012
1015,4/12/2012,45.5,40,54.7,37.5,88,16,54.7,4,12,2012
1016,4/13/2012,42,33,52.2,33.8,60,15,52.2,4,13,2012
1017,4/14/2012,36.6,66,48.6,27,92,31,48.6,4,14,2012
1018,4/15/2012,33.1,74,44.6,28.4,92,37,44.6,4,15,2012
1019,4/16/2012,37.8,50,48.3,25,89,25,48.3,4,16,2012
1020,4/17/2012,45.8,34,56.2,36,51,22,56.2,4,17,2012
1021,4/18/2012,48,39,61.6,34.1,59,19,61.6,4,18,2012
1022,4/19/2012,44.5,47,54.9,36.6,80,23,54.9,4,19,2012
1023,4/20/2012,46.1,49,57.9,28.5,92,26,57.9,4,20,2012
1024,4/21/2012,55.9,30,69.4,42.9,66,13,74.9,4,21,2012
1025,4/22/2012,50.1,49,68.8,29,87,16,75.2,4,22,2012
1026,4/23/2012,53.1,40,74.3,30.6,77,12,74.7,4,23,2012
1027,4/24/2012,56.1,33,74.2,35.2,62,12,74.9,4,24,2012
1028,4/25/2012,53.8,34,69.3,35.5,55,15,74.5,4,25,2012
1029,4/26/2012,55.3,48,67.8,43.9,81,20,77.8,4,26,2012
1030,4/27/2012,45.9,43,51.4,31.3,88,22,51.4,4,27,2012
1031,4/28/2012,39.2,34,54.8,25.6,80,13,54.8,4,28,2012
1032,4/29/2012,40.7,48,57.8,22.7,83,15,57.8,4,29,2012
1033,4/30/2012,49,31,66,23.3,73,11,70.6,4,30,2012
1034,5/1/2012,55.7,28,63.4,48.6,54,17,63.4,5,1,2012
1035,5/2/2012,51.8,48,65.4,39.1,81,23,75.6,5,2,2012
1036,5/3/2012,54.7,43,69.3,32.8,88,18,76.5,5,3,2012
1037,5/4/2012,61.6,18,76,44.2,34,7,75,5,4,2012
1038,5/5/2012,60.9,17,73.8,44.5,38,8,73.6,5,5,2012
1039,5/6/2012,39.9,56,50.5,28.5,91,23,50.5,5,6,2012
1040,5/7/2012,36.2,86,42.6,33,92,67,42.6,5,7,2012
1041,5/8/2012,41.9,61,57,23.8,92,30,57,5,8,2012
1042,5/9/2012,50.1,43,72.3,26.7,89,13,74.2,5,9,2012
1043,5/10/2012,56.7,27,74.6,32.1,67,10,74.5,5,10,2012
1044,5/11/2012,36.5,77,54.6,32.1,92,39,54.6,5,11,2012
1045,5/12/2012,40.3,82,55.4,30.4,94,41,55.4,5,12,2012
1046,5/13/2012,41.4,75,53.8,31.2,94,37,53.8,5,13,2012
1047,5/14/2012,47.6,46,68.9,23.6,90,10,72.5,5,14,2012
1048,5/15/2012,53.2,33,70.4,30.1,69,11,74,5,15,2012
1049,5/16/2012,56.3,34,72.9,37.6,57,11,74.5,5,16,2012
1050,5/17/2012,59.4,32,73.5,43.9,60,17,76.2,5,17,2012
1051,5/18/2012,55.3,38,72,36.3,72,13,75.9,5,18,2012
1052,5/19/2012,42.6,79,52.8,33.5,92,41,52.8,5,19,2012
1053,5/20/2012,47.2,63,62.4,29.8,94,27,62.4,5,20,2012
1054,5/21/2012,56.1,43,76.6,32.1,86,13,76.4,5,21,2012
1055,5/22/2012,59.9,33,80.3,36.3,72,8,78.3,5,22,2012
1056,5/23/2012,48.4,61,55.3,39.8,89,22,55.3,5,23,2012
1057,5/24/2012,44.1,55,54.4,36.2,91,24,54.4,5,24,2012
1058,5/25/2012,43.6,76,49.9,38.2,90,66,49.9,5,25,2012
1059,5/26/2012,57.7,48,75.1,34.9,93,10,78.2,5,26,2012
1060,5/27/2012,49.4,19,58.3,42.5,37,10,58.3,5,27,2012
1061,5/28/2012,52.8,23,65.2,43.1,37,10,71,5,28,2012
1062,5/29/2012,51,35,69.9,30.1,60,12,75.6,5,29,2012
1063,5/30/2012,55.2,39,73.5,34.1,69,13,76.8,5,30,2012
1064,5/31/2012,51.3,55,64.2,34.9,83,33,64.2,5,31,2012
1065,6/1/2012,59.3,44,73,38.9,84,21,78.6,6,1,2012
1066,6/2/2012,56.3,57,80.9,37.6,88,19,79.1,6,2,2012
1067,6/3/2012,65.2,35,78.8,49.5,65,16,78.5,6,3,2012
1068,6/4/2012,64.2,40,81.8,40.9,80,12,79.5,6,4,2012
1069,6/5/2012,59.6,54,74.4,43.3,80,25,78.8,6,5,2012
1070,6/6/2012,60.4,52,74.7,40.5,87,16,79.1,6,6,2012
1071,6/7/2012,62.5,60,74.4,51.7,85,31,79,6,7,2012
1072,6/8/2012,66.6,39,83.2,45.5,89,7,80.5,6,8,2012
1073,6/9/2012,73.4,11,83.6,64,15,7,80.8,6,9,2012
1074,6/10/2012,59.4,16,68.8,48.9,33,8,71.7,6,10,2012
1075,6/11/2012,56.8,22,68.4,40.4,67,11,73.9,6,11,2012
1076,6/12/2012,58.6,28,75.3,33.7,80,9,74.8,6,12,2012
1077,6/13/2012,63.6,22,82.4,36,71,7,79.9,6,13,2012
1078,6/14/2012,61,30,77.7,39.9,70,16,77.3,6,14,2012
1079,6/15/2012,62,43,78.5,46.8,84,18,79,6,15,2012
1080,6/16/2012,58.8,51,72,41.3,85,27,79.2,6,16,2012
1081,6/17/2012,68,29,83.6,39.6,79,7,80.8,6,17,2012
1082,6/18/2012,74.3,13,85.3,53.2,48,7,82.1,6,18,2012
1083,6/19/2012,74.5,13,85.5,61.8,32,7,82.4,6,19,2012
1084,6/20/2012,57.9,44,66.3,44.9,68,19,79.1,6,20,2012
1085,6/21/2012,62.9,38,77.9,45.4,58,21,79,6,21,2012
1086,6/22/2012,70.2,28,89,41.5,83,5,85.2,6,22,2012
1087,6/23/2012,76.3,12,90.8,54.4,40,6,86.7,6,23,2012
1088,6/24/2012,75.3,17,90.3,58.3,52,9,86.1,6,24,2012
1089,6/25/2012,73,26,90.6,47.9,80,9,86.4,6,25,2012
1090,6/26/2012,74.9,22,88,53.3,54,13,84.3,6,26,2012
1091,6/27/2012,71.4,38,86,54.7,82,16,82.7,6,27,2012
1092,6/28/2012,63.6,58,87.2,46.5,93,15,83.6,6,28,2012
1093,6/29/2012,70.5,32,86.6,50.2,80,11,83.1,6,29,2012
1094,6/30/2012,68.6,30,85.1,45.2,80,9,81.9,6,30,2012
1095,7/1/2012,70.4,31,91.8,46.5,81,6,87.4,7,1,2012
1096,7/2/2012,66.4,47,86.5,47.4,90,12,83,7,2,2012
1097,7/3/2012,65.4,57,87.6,48.3,93,17,84.1,7,3,2012
1098,7/4/2012,70.9,34,86.7,52.8,74,11,83.2,7,4,2012
1099,7/5/2012,67.2,52,83.6,56.6,83,28,81.8,7,5,2012
1100,7/6/2012,63,63,78.6,54.2,93,29,79.1,7,6,2012
1101,7/7/2012,57.2,88,64.7,53.8,94,69,72.2,7,7,2012
1102,7/8/2012,58.8,84,65.4,54.7,94,61,74.9,7,8,2012
1103,7/9/2012,60.4,75,70.6,50.8,94,53,77.7,7,9,2012
1104,7/10/2012,61.7,68,73,47.4,94,44,78.6,7,10,2012
1105,7/11/2012,63.5,58,79.2,46.5,94,25,78.5,7,11,2012
1106,7/12/2012,66.2,50,83.4,47.7,93,15,80.8,7,12,2012
1107,7/13/2012,66.7,46,81.8,46.4,92,17,79.8,7,13,2012
1108,7/14/2012,65.5,46,80.3,46.4,91,20,78.9,7,14,2012
1109,7/15/2012,68,44,81.4,52.8,87,23,79.9,7,15,2012
1110,7/16/2012,64.5,53,79.9,49.8,90,25,79.5,7,16,2012
1111,7/17/2012,66.8,46,78.1,53.9,85,27,79,7,17,2012
1112,7/18/2012,66.4,48,83.8,46,94,14,81.3,7,18,2012
1113,7/19/2012,64.8,55,85.5,46.4,92,16,82.6,7,19,2012
1114,7/20/2012,69,46,84,47.6,93,19,81.7,7,20,2012
1115,7/21/2012,68.1,47,85.9,47.9,90,22,83.2,7,21,2012
1116,7/22/2012,64.5,56,82.7,48.8,90,26,81.1,7,22,2012
1117,7/23/2012,66.8,55,82.4,51,95,19,80.6,7,23,2012
1118,7/24/2012,65.3,55,82.4,47.4,90,25,80.6,7,24,2012
1119,7/25/2012,64.2,57,79,54.5,89,25,79,7,25,2012
1120,7/26/2012,62.9,62,77.2,46.1,94,33,78.2,7,26,2012
1121,7/27/2012,63,60,80.4,47.4,94,24,79.4,7,27,2012
1122,7/28/2012,65.5,55,79.2,53.2,80,27,79.1,7,28,2012
1123,7/29/2012,62.1,70,79.2,51.6,93,28,78.8,7,29,2012
1124,7/30/2012,60.2,73,77.4,49.8,94,39,78.6,7,30,2012
1125,7/31/2012,66.5,53,83.9,47.6,93,18,81.4,7,31,2012
1126,8/1/2012,67.9,45,81,53.9,86,24,79.6,8,1,2012
1127,8/2/2012,67.7,42,79.1,53.2,70,22,79,8,2,2012
1128,8/3/2012,69.6,29,80.5,57.6,56,15,79.2,8,3,2012
1129,8/4/2012,59.4,57,70.3,48.5,77,36,79.1,8,4,2012
1130,8/5/2012,63.5,49,82,41.2,87,17,79.9,8,5,2012
1131,8/6/2012,67.6,43,87.2,52.3,85,17,83.7,8,6,2012
1132,8/7/2012,64.9,53,80.7,50.7,91,23,79.4,8,7,2012
1133,8/8/2012,63.8,40,82.9,42.3,77,15,80.5,8,8,2012
1134,8/9/2012,64.1,44,83,43.3,73,18,80.9,8,9,2012
1135,8/10/2012,65.9,52,82.5,54.1,86,22,80.4,8,10,2012
1136,8/11/2012,67.3,40,81.2,53.6,86,17,79.4,8,11,2012
1137,8/12/2012,60.7,47,75.4,41.6,80,25,79.1,8,12,2012
1138,8/13/2012,58.4,53,75.1,42.6,78,24,79.1,8,13,2012
1139,8/14/2012,63.2,44,82.2,42.3,83,13,79.9,8,14,2012
1140,8/15/2012,66.1,37,82.8,50.5,76,14,80.2,8,15,2012
1141,8/16/2012,54.7,70,64.1,46.2,86,54,64.1,8,16,2012
1142,8/17/2012,58.6,60,82.8,38.9,93,13,80.3,8,17,2012
1143,8/18/2012,57.4,55,72.7,41.6,89,26,78.8,8,18,2012
1144,8/19/2012,57.1,46,75.1,35,84,21,78,8,19,2012
1145,8/20/2012,56.4,51,73.5,41.5,79,20,79,8,20,2012
1146,8/21/2012,58.8,51,77.4,38.8,88,20,79,8,21,2012
1147,8/22/2012,61.2,48,79.2,44.6,78,23,79.1,8,22,2012
1148,8/23/2012,58.7,76,73.8,49.9,93,37,78.7,8,23,2012
1149,8/24/2012,60,61,79.6,45.2,94,19,78.9,8,24,2012
1150,8/25/2012,62.2,41,73.3,48.5,74,26,79,8,25,2012
1151,8/26/2012,60.5,44,82.6,39.3,86,13,80.1,8,26,2012
1152,8/27/2012,63,43,83.4,43.1,75,17,80.8,8,27,2012
1153,8/28/2012,62.8,55,85.1,47.9,80,21,82.2,8,28,2012
1154,8/29/2012,67,44,85,47.3,82,16,82.1,8,29,2012
1155,8/30/2012,62.8,50,84.9,50.7,76,19,82,8,30,2012
1156,8/31/2012,64.4,45,81.6,45.7,84,15,79.5,8,31,2012
1157,9/1/2012,65.5,43,81.9,46.5,76,18,79.9,9,1,2012
1158,9/2/2012,67.6,36,79.9,54.7,74,14,79.1,9,2,2012
1159,9/3/2012,60.4,44,76.6,46.7,75,17,79.1,9,3,2012
1160,9/4/2012,61.5,34,82.2,38.8,76,10,79.8,9,4,2012
1161,9/5/2012,59.8,25,82,40.3,52,8,79.6,9,5,2012
1162,9/6/2012,59.4,30,80.7,35.8,68,11,78.7,9,6,2012
1163,9/7/2012,51.1,72,60.9,40.3,92,27,60.9,9,7,2012
1164,9/8/2012,52,57,73.5,32.4,93,16,77.1,9,8,2012
1165,9/9/2012,56.8,44,78.5,33.5,89,11,77.2,9,9,2012
1166,9/10/2012,65.2,28,81.6,41.2,70,14,79.4,9,10,2012
1167,9/11/2012,57.4,55,73.2,46.1,92,24,79,9,11,2012
1168,9/12/2012,48.7,90,50.8,45.5,94,83,50.8,9,12,2012
1169,9/13/2012,49.8,66,66.8,33.8,94,24,78.3,9,13,2012
1170,9/14/2012,50.3,55,67.9,31.6,92,18,76.2,9,14,2012
1171,9/15/2012,55.1,42,80.5,31.3,84,9,78.5,9,15,2012
1172,9/16/2012,56.5,29,77.4,37.6,66,10,76.4,9,16,2012
1173,9/17/2012,49.2,65,58.6,36.5,89,31,58.6,9,17,2012
1174,9/18/2012,53.3,49,75.6,30.7,92,12,75.6,9,18,2012
1175,9/19/2012,59.1,28,72.5,41.3,58,14,75.9,9,19,2012
1176,9/20/2012,53.1,42,72.8,33.1,81,15,75.9,9,20,2012
1177,9/21/2012,52.2,45,73.3,32.8,78,18,75.6,9,21,2012
1178,9/22/2012,52.5,46,73.4,32.5,82,15,76.2,9,22,2012
1179,9/23/2012,56.3,40,78.9,33.1,80,11,77.5,9,23,2012
1180,9/24/2012,57.1,47,68.6,46.1,78,26,77.3,9,24,2012
1181,9/25/2012,46.9,75,63.1,35.2,91,39,63.1,9,25,2012
1182,9/26/2012,47,84,54.2,43.5,92,69,54.2,9,26,2012
1183,9/27/2012,45.4,83,60.5,35.6,94,44,60.5,9,27,2012
1184,9/28/2012,47.4,71,64.5,32.5,94,29,79.1,9,28,2012
1185,9/29/2012,49.6,62,69.8,32.8,94,18,77.3,9,29,2012
1186,9/30/2012,53.5,47,68.3,39.9,75,20,76.5,9,30,2012
1187,10/1/2012,50.7,59,63.1,36.8,83,34,63.1,10,1,2012
1188,10/2/2012,57.5,35,74.9,32.4,93,11,74.9,10,2,2012
1189,10/3/2012,56,32,70.6,32.4,80,12,73.7,10,3,2012
1190,10/4/2012,32,73,35.8,27.6,80,63,35.8,10,4,2012
1191,10/5/2012,30.6,80,44.2,26.9,91,56,44.2,10,5,2012
1192,10/6/2012,28.4,76,41.8,24.4,90,27,41.8,10,6,2012
1193,10/7/2012,32.4,55,47.6,14,86,19,47.6,10,7,2012
1194,10/8/2012,51.5,13,65.8,32.8,35,8,69.3,10,8,2012
1195,10/9/2012,42.2,53,52.3,28.1,86,15,52.3,10,9,2012
1196,10/10/2012,43.9,50,70.3,22.4,90,12,72.8,10,10,2012
1197,10/11/2012,45.3,53,67.4,33.4,83,19,76.5,10,11,2012
1198,10/12/2012,46,62,67.1,30.9,86,23,76.2,10,12,2012
1199,10/13/2012,45.3,54,58.3,38.3,81,34,58.3,10,13,2012
1200,10/14/2012,49.1,45,57.7,35.8,73,28,57.7,10,14,2012
1201,10/15/2012,55.7,30,65.5,48.3,43,17,73.7,10,15,2012
1202,10/16/2012,53.2,39,65.8,39.2,86,22,74.5,10,16,2012
1203,10/17/2012,39.5,26,45,33.5,40,15,45,10,17,2012
1204,10/18/2012,44.8,23,54.4,34.4,31,14,54.4,10,18,2012
1205,10/19/2012,53.5,21,64.3,45.2,29,11,64.3,10,19,2012
1206,10/20/2012,55.3,21,67.3,45.2,31,13,71.8,10,20,2012
1207,10/21/2012,49.9,29,66.4,32.4,61,14,73.7,10,21,2012
1208,10/22/2012,48,40,66.4,26.6,79,15,73.3,10,22,2012
1209,10/23/2012,54,24,62.6,43.9,47,12,62.6,10,23,2012
1210,10/24/2012,35.9,72,45.7,24.1,92,46,45.7,10,24,2012
1211,10/25/2012,24.3,85,32.5,19.4,89,71,32.5,10,25,2012
1212,10/26/2012,23.8,72,34.1,15.6,88,33,34.1,10,26,2012
1213,10/27/2012,33.8,44,40.9,23.3,64,32,40.9,10,27,2012
1214,10/28/2012,44.1,44,53.9,33.5,59,32,53.9,10,28,2012
1215,10/29/2012,49.6,40,59.2,42.7,48,27,59.2,10,29,2012
1216,10/30/2012,51.9,30,62.7,45.7,38,20,62.7,10,30,2012
1217,10/31/2012,50.4,32,64,31.3,68,16,64,10,31,2012
1218,11/1/2012,43.6,41,61,25.4,82,13,61,11,1,2012
1219,11/2/2012,39.3,43,58,26.9,71,20,58,11,2,2012
1220,11/3/2012,39.4,45,57.2,20.5,88,12,57.2,11,3,2012
1221,11/4/2012,47.3,30,54.5,44.1,46,18,54.5,11,4,2012
1222,11/5/2012,46.4,42,56.6,30,76,26,56.6,11,5,2012
1223,11/6/2012,50.2,31,61.9,38.5,45,18,61.9,11,6,2012
1224,11/7/2012,50.9,23,63.2,37.2,41,13,63.2,11,7,2012
1225,11/8/2012,44.9,37,60.5,23.9,77,19,60.5,11,8,2012
1226,11/9/2012,45.8,37,60.1,23.5,77,18,60.1,11,9,2012
1227,11/10/2012,31.7,58,44.1,15.2,84,31,44.1,11,10,2012
1228,11/11/2012,18.4,40,26.4,11,84,19,26.4,11,11,2012
1229,11/12/2012,30.2,24,41.2,15.7,36,16,41.2,11,12,2012
1230,11/13/2012,35.4,33,42.8,24.8,66,16,42.8,11,13,2012
1231,11/14/2012,40.9,29,50.1,25.4,65,19,50.1,11,14,2012
1232,11/15/2012,30.9,66,41.3,16.9,87,46,41.3,11,15,2012
1233,11/16/2012,39.7,37,55.3,14.1,89,11,55.3,11,16,2012
1234,11/17/2012,41.8,47,51,24.4,73,29,51,11,17,2012
1235,11/18/2012,42,45,50.2,23.9,79,27,50.2,11,18,2012
1236,11/19/2012,42.4,39,50.6,34.9,48,27,50.6,11,19,2012
1237,11/20/2012,48.3,25,57.2,40.2,38,17,57.2,11,20,2012
1238,11/21/2012,50.2,17,57.2,44.2,23,12,57.2,11,21,2012
1239,11/22/2012,42.6,28,52.1,23.5,47,16,52.1,11,22,2012
1240,11/23/2012,37,32,52.3,13.1,67,15,52.3,11,23,2012
1241,11/24/2012,47.7,19,55.1,40.9,27,14,55.1,11,24,2012
1242,11/25/2012,43.4,23,53.9,32.8,32,12,53.9,11,25,2012
1243,11/26/2012,28.2,60,39.6,17.8,89,12,39.6,11,26,2012
1244,11/27/2012,43.1,14,53.8,34.9,22,7,53.8,11,27,2012
1245,11/28/2012,44.8,17,52.1,41.6,27,10,52.1,11,28,2012
1246,11/29/2012,46,31,54.8,42.3,39,20,54.8,11,29,2012
1247,11/30/2012,46.8,33,53.9,38,47,22,53.9,11,30,2012
1248,12/1/2012,46.3,35,54.1,39.2,46,25,54.1,12,1,2012
1249,12/2/2012,47.8,23,56.5,33.9,39,12,56.5,12,2,2012
1250,12/3/2012,38.9,24,46.8,24.5,63,6,46.8,12,3,2012
1251,12/4/2012,41,23,49.6,29.7,35,15,49.6,12,4,2012
1252,12/5/2012,46.7,37,57.6,36,56,21,57.6,12,5,2012
1253,12/6/2012,36.7,58,47.7,25.3,78,30,47.7,12,6,2012
1254,12/7/2012,32.9,52,39.7,22.4,74,35,39.7,12,7,2012
1255,12/8/2012,26.8,52,33.4,15.2,73,34,33.4,12,8,2012
1256,12/9/2012,12.1,40,21.3,0.3,69,23,21.3,12,9,2012
1257,12/10/2012,18.3,43,25.4,11.7,71,28,25.4,12,10,2012
1258,12/11/2012,21.7,50,32.1,7,79,27,32.1,12,11,2012
1259,12/12/2012,34.7,33,43.1,27.2,45,24,43.1,12,12,2012
1260,12/13/2012,36,27,45.5,18.1,54,16,45.5,12,13,2012
1261,12/14/2012,27.6,45,43.8,15.6,60,27,43.8,12,14,2012
1262,12/15/2012,32.4,45,36.2,22.7,54,34,36.2,12,15,2012
1263,12/16/2012,26.4,38,31,19.4,51,26,31,12,16,2012
1264,12/17/2012,29.4,53,35.8,25,71,35,35.8,12,17,2012
1265,12/18/2012,23.6,80,28.8,18.4,87,62,28.8,12,18,2012
1266,12/19/2012,13.7,64,20.8,6,85,29,20.8,12,19,2012
1267,12/20/2012,25.7,26,34,13.3,34,20,34,12,20,2012
1268,12/21/2012,33.6,23,44.6,22.7,38,14,44.6,12,21,2012
1269,12/22/2012,39,13,47.2,26.5,25,9,47.2,12,22,2012
1270,12/23/2012,33.8,31,38.5,30.3,55,10,38.5,12,23,2012
1271,12/24/2012,28.1,57,34.9,13.1,86,34,34.9,12,24,2012
1272,12/25/2012,8.5,77,21.1,-1.4,82,66,21.1,12,25,2012
1273,12/26/2012,19.1,61,36.8,-3.3,83,39,36.8,12,26,2012
1274,12/27/2012,18.2,59,28.8,1.5,83,30,28.8,12,27,2012
1275,12/28/2012,15.4,42,23.2,0.7,80,27,23.2,12,28,2012
1276,12/29/2012,17.1,36,36.8,-0.2,59,19,36.8,12,29,2012
1277,12/30/2012,27.6,31,37.6,16.7,63,16,37.6,12,30,2012
1278,12/31/2012,12.5,73,23.5,1.1,81,61,23.5,12,31,2012
1279,1/1/2013,13.4,50,22.9,0,80,28,22.9,1,1,2013
1280,1/2/2013,16.1,36,24.8,4.1,52,24,24.8,1,2,2013
1281,1/3/2013,13.2,45,38.9,-7.7,73,11,38.9,1,3,2013
1282,1/4/2013,19.1,52,44.8,2,75,22,44.8,1,4,2013
1283,1/5/2013,20.2,42,41.8,-0.2,74,16,41.8,1,5,2013
1284,1/6/2013,27.3,28,49.6,-0.8,58,8,49.6,1,6,2013
1285,1/7/2013,38,14,47,27.5,27,7,47,1,7,2013
1286,1/8/2013,33.3,38,36.5,30,46,16,36.5,1,8,2013
1287,1/9/2013,38.6,29,54.1,24.5,44,12,54.1,1,9,2013
1288,1/10/2013,29.8,37,47.9,14.8,60,11,47.9,1,10,2013
1289,1/11/2013,18.8,46,30.7,10,78,25,30.7,1,11,2013
1290,1/12/2013,7.1,46,16.9,-3.3,75,23,16.9,1,12,2013
1291,1/13/2013,-1,68,11.2,-9.8,73,52,11.2,1,13,2013
1292,1/14/2013,-1,57,15.5,-13.5,73,26,15.5,1,14,2013
1293,1/15/2013,20.1,38,31.8,3.4,50,23,31.8,1,15,2013
1294,1/16/2013,31.8,46,50.1,16.4,74,23,50.1,1,16,2013
1295,1/17/2013,27.7,48,51.4,6.5,83,16,51.4,1,17,2013
1296,1/18/2013,37.8,20,44.7,32.9,25,16,44.7,1,18,2013
1297,1/19/2013,39.2,17,48.6,32.2,24,10,48.6,1,19,2013
1298,1/20/2013,33.8,26,42.9,18.1,60,13,42.9,1,20,2013
1299,1/21/2013,36.5,23,43.3,30.6,29,12,43.3,1,21,2013
1300,1/22/2013,43.1,9,50.9,36.6,14,6,50.9,1,22,2013
1301,1/23/2013,47.2,9,56.7,42.1,15,6,56.7,1,23,2013
1302,1/24/2013,43.2,26,50.2,33.5,51,11,50.2,1,24,2013
1303,1/25/2013,42.6,44,49.9,38.5,52,32,49.9,1,25,2013
1304,1/26/2013,41.2,49,51.6,30.1,89,24,51.6,1,26,2013
1305,1/27/2013,37.1,56,47.7,26.6,91,26,47.7,1,27,2013
1306,1/28/2013,31.3,55,45.1,18.9,85,27,45.1,1,28,2013
1307,1/29/2013,15.7,44,23.5,5.2,85,26,23.5,1,29,2013
1308,1/30/2013,21.8,43,28.5,10.4,56,31,28.5,1,30,2013
1309,1/31/2013,30.3,45,35.2,26.6,63,31,35.2,1,31,2013
1310,2/1/2013,32.1,41,38,28.5,50,30,38,2,1,2013
1311,2/2/2013,36.3,26,47.1,26.1,41,15,47.1,2,2,2013
1312,2/3/2013,38.5,16,49.4,24.2,41,7,49.4,2,3,2013
1313,2/4/2013,35.2,26,44.8,29.7,36,15,44.8,2,4,2013
1314,2/5/2013,39.6,34,50.4,32.8,45,26,50.4,2,5,2013
1315,2/6/2013,36.8,46,44.6,26,82,32,44.6,2,6,2013
1316,2/7/2013,26.5,40,43.1,10.2,81,7,43.1,2,7,2013
1317,2/8/2013,24.1,32,45.9,6.1,57,12,45.9,2,8,2013
1318,2/9/2013,21.4,62,34.6,9.9,85,38,34.6,2,9,2013
1319,2/10/2013,20.8,51,28.2,13.3,74,31,28.2,2,10,2013
1320,2/11/2013,13.2,75,24.6,3.7,82,47,24.6,2,11,2013
1321,2/12/2013,23.8,31,37.7,15.1,48,18,37.7,2,12,2013
